,account,date,text,compound,positive,neutral,negative
138,CBS,Fri Apr 20 17:34:37 +0000 2018,RT @carrieunderwood: ICYMI! Watch Carrie’s performance of #CryPretty from the #ACMawards below! -TeamCU https://t.co/T9I3ko2xFu,0.0,0.0,1.0,0.0
139,CBS,Thu Apr 19 20:00:00 +0000 2018,There's a new addition to the cast of the upcoming revival of Murphy Brown!  Learn more about Tyne Daly's character… https://t.co/ijSXSLyDaR,0.0,0.0,1.0,0.0
140,CBS,Thu Apr 19 19:00:02 +0000 2018,"Country superstar @LukeBryanOnline delivers his moving anthem ""Most People Are Good"" at the 53rd #ACMawards:… https://t.co/GhhAsEDqmq",0.4877,0.174,0.826,0.0
141,CBS,Thu Apr 19 17:08:44 +0000 2018,"Coming to CBS All Access June 14, #StrangeAngel is inspired by the real life story of Jack Parsons and explores the… https://t.co/IsPrXRNXye",0.4939,0.132,0.868,0.0
142,CBS,Wed Apr 18 21:00:01 +0000 2018,When you realize there are TWO episodes of @CrimMinds_CBS tonight! 👏 Who’s ready for the double-episode season fina… https://t.co/CWVAHHeIGr,0.4199,0.141,0.859,0.0
143,CBS,Wed Apr 18 18:57:45 +0000 2018,Giving you even more reasons to celebrate! 🎉 See which CBS series are back for another year: https://t.co/O2LI0eJXTA https://t.co/H436kL1jSK,0.7688,0.294,0.706,0.0
144,CBS,Wed Apr 18 17:00:03 +0000 2018,"Watch country star @blakeshelton belt out his beautiful ballad ""I Lived It"" at the 53rd #AMCawards:… https://t.co/w0WRmpQ6fk",0.5994,0.196,0.804,0.0
145,CBS,Wed Apr 18 15:14:39 +0000 2018,RT @joshgroban: I AM SO HAPPY I COULD CRY BUT ITS MIDNIGHT IN JAPAN SO I WILL SLEEP BUT ‼️‼️‼️‼️👫🏆🎭😭🔜 #TonyAwards2018 https://t.co/NLss47K6…,0.0903,0.14,0.736,0.125
146,CBS,Wed Apr 18 15:10:34 +0000 2018,Broadway stars @SaraBareilles and @joshgroban will host @TheTonyAwards on June 10! Hear how these multi-talented ar… https://t.co/jy52FKd7t0,0.0,0.0,1.0,0.0
147,CBS,Tue Apr 17 00:26:33 +0000 2018,Can you believe it’s been 11 years since @taylorswift13’s first-ever performance at the #ACMawards?! Look back at t… https://t.co/QHSPuJLLFb,0.0,0.0,1.0,0.0
148,CBS,Mon Apr 16 23:00:02 +0000 2018,Waiting for the @ScorpionCBS season finale to start like… Tune in at 10/9c! https://t.co/peoDXtO707,0.0,0.0,1.0,0.0
149,CBS,Mon Apr 16 17:00:04 +0000 2018,Cast your vote! #ACMawards https://t.co/57ZN5gr6Y1,0.0,0.0,1.0,0.0
150,CBS,Mon Apr 16 16:02:49 +0000 2018,RT @CBSTweet: #CBSRatingsNews: #ACMawards Dominate on #CBS.  Over 12 million Total Viewers.  +11% year to year increase!  Biggest audience…,0.2714,0.123,0.806,0.071
151,CBS,Mon Apr 16 15:00:02 +0000 2018,"In case you missed it, watch the entire #ACMawards now: https://t.co/P3pgMJE2oh https://t.co/OOG2R0Mb4J",-0.296,0.0,0.833,0.167
152,CBS,Mon Apr 16 06:11:41 +0000 2018,Relive a night of all-star country music performances and epic wins at the #ACMawards. Stream the entire show:… https://t.co/iA3SMVIhpA,0.5719,0.179,0.821,0.0
153,CBS,Mon Apr 16 06:00:00 +0000 2018,Multiple ACM Award Winners @KeithUrban and @carrieunderwood just added one more trophy to their collection with the… https://t.co/rMGCzOeJQK,0.765,0.292,0.708,0.0
154,CBS,Mon Apr 16 05:55:00 +0000 2018,That's a wrap for the 53rd #ACMawards! 🎬 https://t.co/jM0HKud3d6,0.0,0.0,1.0,0.0
155,CBS,Mon Apr 16 05:30:00 +0000 2018,"To all of tonight's nominees, we tip our hats to you! 🤠 #ACMawards https://t.co/eytEezfIgS",0.0,0.0,1.0,0.0
156,CBS,Mon Apr 16 05:00:00 +0000 2018,Retweet if you think @carrieunderwood looks beautiful tonight! #ACMawards https://t.co/sqefiLBcXd,0.636,0.318,0.682,0.0
157,CBS,Mon Apr 16 05:00:00 +0000 2018,"In case you missed any, here's a rundown of all the performers from Country Music's Party of the Year®:… https://t.co/KtRKXkUpmI",0.128,0.123,0.776,0.1
158,CBS,Mon Apr 16 03:56:42 +0000 2018,The #ACMawards crowd was roaring for Vocal Event Of The Year winners @KeithUrban and @carrieunderwood! Here is the… https://t.co/rFB5f2lVo7,0.5255,0.159,0.841,0.0
159,CBS,Mon Apr 16 03:06:10 +0000 2018,RT @AmberLee_RN: Anyone else crying from that @Jason_Aldean acceptance speech?! Wow! Congrats Jason! #vegasstrong #ACMawards,0.8392,0.44,0.437,0.123
160,CBS,Mon Apr 16 03:02:50 +0000 2018,"Put your hands up for Entertainer of the Year, @Jason_Aldean! 🙌 #ACMawards https://t.co/QLFrrsyU8R",0.4389,0.208,0.792,0.0
161,CBS,Mon Apr 16 03:00:10 +0000 2018,RT @min_d24: Love how @LukeBryanOnline was straight fan girling on @reba and @kelly_clarkson tonight on the #ACMawards! Y'all #killedit,0.8268,0.352,0.648,0.0
162,CBS,Mon Apr 16 02:58:55 +0000 2018,"Was that ""A-sharp"" performance by @reba and @kelly_clarkson or what!? 🎼 #ACMawards https://t.co/19pDyrELqC",0.0,0.0,1.0,0.0
163,CBS,Mon Apr 16 02:57:41 +0000 2018,The news keeps getting better and better. @ChrisStapleton deserves a standing ovation tonight! He wins again for Ma… https://t.co/6m7nZFwPyK,0.8687,0.395,0.605,0.0
164,CBS,Mon Apr 16 02:35:58 +0000 2018,RT @MattBoveHS: Most People Are Good is such a powerful song #ACMawards @LukeBryanOnline,0.7152,0.374,0.626,0.0
165,CBS,Mon Apr 16 02:26:16 +0000 2018,We have our #ACMawards Female Vocalist of the Year: @mirandalambert! 👏 https://t.co/Xu7WPuv1f2,0.0,0.0,1.0,0.0
166,CBS,Mon Apr 16 02:22:40 +0000 2018,"Without this talented group of women, @mirandalambert @reba @MarenMorris @KelseaBallerini and @carrieunderwood, lif… https://t.co/Zwqh2PAdM1",0.5106,0.202,0.798,0.0
167,CBS,Mon Apr 16 02:12:19 +0000 2018,RT @ElizabethGilbe3: @carrieunderwood never disappoints! What an amazing voice and beautiful soul! #ACMawards #girlcrush,0.8877,0.488,0.512,0.0
168,CBS,Mon Apr 16 02:10:19 +0000 2018,RT @SarahJPrimo: I could listen to Dan and Shay all day  #ACMawards,0.0,0.0,1.0,0.0
169,CBS,Mon Apr 16 02:10:11 +0000 2018,RT @MegsMouthful: @carrieunderwood Just WOW. Can’t wait to hear more of your new music! #ACMawards,0.7027,0.256,0.744,0.0
170,CBS,Mon Apr 16 02:10:09 +0000 2018,Hugs for @CarrieUnderwood and @KeithUrban's big win for Vocal Event of the Year! #ACMawards https://t.co/nn2XJ6nCSi,0.807,0.359,0.641,0.0
171,CBS,Mon Apr 16 02:04:45 +0000 2018,Always be yourself. Unless you can be @carrieunderwood. Then be Carrie Underwood! #ACMawards #CryPretty https://t.co/32n0QJ1FLD,0.0,0.0,1.0,0.0
172,CBS,Mon Apr 16 02:02:19 +0000 2018,"RT @VeldmanKylie: Carrie Underwood gives me chills everytime she performs, she always kills it 🔥❤ #ACMawards",-0.5423,0.0,0.811,0.189
173,CBS,Mon Apr 16 01:47:20 +0000 2018,Hands up for @littlebigtown at the #ACMawards🙌 https://t.co/o8YFtpGLfK,0.0,0.0,1.0,0.0
174,CBS,Mon Apr 16 01:47:01 +0000 2018,RT @reba: So good to see my friend Eve twice this week! @therealeve @acmawards #acmawards https://t.co/a6LxEaQt8L,0.7707,0.323,0.677,0.0
175,CBS,Mon Apr 16 01:46:34 +0000 2018,See all the amazing red carpet looks from the 53rd #ACMawards: https://t.co/ZeZiMXphFK https://t.co/Gi79cuuVPm,0.5859,0.241,0.759,0.0
176,CBS,Mon Apr 16 01:41:44 +0000 2018,RT @maddymika_: the ACM awards are the BEST night of the year 😍😍😍❣️❣️❣️ #ACMAwards,0.8374,0.398,0.602,0.0
177,CBS,Mon Apr 16 01:40:16 +0000 2018,🚨 Sound the alarm because @mirandalambert is on FIRE 🔥 at the #ACMawards! https://t.co/11vshBs4EV,-0.7027,0.0,0.632,0.368
178,CBS,Mon Apr 16 01:36:25 +0000 2018,RT @Skylar_Jean: @mirandalambert can do NO wrong. She is perfection. #ACMawards,-0.3254,0.209,0.451,0.34
179,CBS,Mon Apr 16 01:36:19 +0000 2018,RT @EmilyyBruorton: @mirandalambert is my all time favorite 🔥#ACMAwards #keeperoftheflame #thebest,0.4588,0.231,0.769,0.0
180,CBS,Mon Apr 16 01:34:44 +0000 2018,Hats off to @Jason_Aldean! 🤠 #ACMawards https://t.co/1WSjnafKoX,0.0,0.0,1.0,0.0
181,CBS,Mon Apr 16 01:33:02 +0000 2018,RT @alyssaa711: Country music just brings so much joy to my heart ❤️ #ACMawards,0.6222,0.239,0.761,0.0
182,CBS,Mon Apr 16 01:32:27 +0000 2018,"She may hate love songs, but @KelseaBallerini knows how to write a great one. 💕 Give her a round of applause for th… https://t.co/r50viWNM0Z",0.891,0.382,0.543,0.075
183,CBS,Mon Apr 16 01:29:12 +0000 2018,The feeling when you win Vocal Group of the Year at the #ACMawards 🎉 Congratulations to @OldDominion! https://t.co/4SjYLtwLXy,0.8588,0.404,0.596,0.0
184,CBS,Mon Apr 16 01:25:58 +0000 2018,RT @LouisianaNashie: Way to go Old Dominion #acmawards,0.0,0.0,1.0,0.0
185,CBS,Mon Apr 16 01:24:45 +0000 2018,There's nothing in the world like that performance by @KeithUrban and @juliamichaels. Nicole Kidman agrees!… https://t.co/VlwVUkNZCi,0.4199,0.157,0.843,0.0
186,CBS,Mon Apr 16 01:23:22 +0000 2018,RT @AbigailRamage: @reba is slaying the game! Loving her outfits and her puns. She is absolutely stunning!! My all time fave ❤️❤️ #ACMAwards,0.8902,0.346,0.654,0.0
187,CBS,Mon Apr 16 01:19:11 +0000 2018,"First-ever #ACMAwards winner @BrettYoungMusic stuns the crowd with an incredible performance of his hit, ""In Case Y… https://t.co/ftoksP7HrZ",0.5994,0.234,0.766,0.0
188,CBS,Mon Apr 16 01:09:49 +0000 2018,RT @tiffstarr16: ACM awards are my favorite time of the year😍 #ACMawards,0.7184,0.375,0.625,0.0
189,CBS,Mon Apr 16 01:08:07 +0000 2018,RT @adelleborchetta: Loooove this song!!! @kanebrown and @Lauren_Alaina #WhatIfs #ACMAwards 😍❤️🎉,0.0,0.0,1.0,0.0
190,CBS,Mon Apr 16 01:07:45 +0000 2018,RT @kel_lee213: That Kane Brown performance 😍🤩👏 #kanebrown #whatif #ACMawards #country,0.0,0.0,1.0,0.0
191,CBS,Mon Apr 16 01:06:21 +0000 2018,"What if you were made for us, and we were made for you!? ❤️ How much did you love @kanebrown and @Lauren_Alaina's d… https://t.co/xiZQ5wgddc",0.6696,0.163,0.837,0.0
192,CBS,Mon Apr 16 01:04:17 +0000 2018,What a performance! @gwenstefani was all smiles when @blakeshelton was on stage. #ACMawards https://t.co/yxbA1DbieE,0.5255,0.22,0.78,0.0
193,CBS,Mon Apr 16 01:01:33 +0000 2018,RT @wendyjo3: #ACMawards loved that @blakeshelton performance!!,0.6688,0.428,0.572,0.0
194,CBS,Mon Apr 16 00:58:51 +0000 2018,"Making her first-ever appearance at the #ACMAwards, @BebeRexha performs her chart-topping collaboration with… https://t.co/u1KXKrCbdD",0.0,0.0,1.0,0.0
195,CBS,Mon Apr 16 00:51:28 +0000 2018,This song by @ladyantebellum sounds like the single for the summer! 🎶 #ACMawards https://t.co/81aj1vqFYh,0.4199,0.189,0.811,0.0
196,CBS,Mon Apr 16 00:50:09 +0000 2018,RT @42nagirl: Lady Antebellum is perfection. #ACMawards,0.5719,0.381,0.619,0.0
197,CBS,Mon Apr 16 00:47:48 +0000 2018,"Hot off the presses! Congratulations on your win and your newborn twins, @ChrisStapleton ! #ACMawards https://t.co/4e9qhxMN69",0.8513,0.389,0.611,0.0
198,CBS,Mon Apr 16 00:35:51 +0000 2018,RT @_miracarrara: #ACMawards I am so happy “Tin Man” won song of the year. amazing😍@mirandalambert,0.857,0.413,0.587,0.0
199,CBS,Mon Apr 16 00:34:38 +0000 2018,RT @TheAmelieAnna: Yaaas! @mirandalambert congrats on #Tinman winning! #ACMAwards,0.8118,0.513,0.487,0.0
200,CNN,Mon May 07 09:00:11 +0000 2018,"Patriarchy is a social system that defines men as being inherently violent, dominant and controlling while rewardin… https://t.co/17TgddA0ge",-0.5994,0.0,0.804,0.196
201,CNN,Mon May 07 08:45:02 +0000 2018,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/tyFCIBybxr,0.0,0.0,1.0,0.0
202,CNN,Mon May 07 08:31:47 +0000 2018,"NFL running back Mike James is the first player in history to file a ""therapeutic use exemption"" for cannabis, seek… https://t.co/S2IsVqEafB",0.0,0.0,1.0,0.0
203,CNN,Mon May 07 08:15:03 +0000 2018,It was his birthday *and* his last day before retirement. And then he won $1.5 million. https://t.co/GeM6yyPETV https://t.co/uMw4nAm4qS,0.5719,0.179,0.821,0.0
204,CNN,Mon May 07 08:10:05 +0000 2018,The rates of infection of an ancient virus are exceeding 40% among adults in remote regions of central Australia --… https://t.co/cuRrjh1RJl,0.0,0.0,1.0,0.0
205,CNN,Mon May 07 08:00:10 +0000 2018,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/vbFVNHXcgb,0.0,0.0,1.0,0.0
206,CNN,Mon May 07 07:47:56 +0000 2018,"RT @cnni: At least 45 people were killed when armed bandits attacked a remote village in northwest Nigeria, officials said. https://t.co/HA…",-0.8176,0.0,0.706,0.294
207,CNN,Mon May 07 07:45:03 +0000 2018,"When a WWII veteran couldn't walk to his wife's grave, two volunteers carried him there
https://t.co/N9jV1T7S2R https://t.co/4SGQ6s91xS",-0.3818,0.0,0.852,0.148
208,CNN,Mon May 07 07:31:39 +0000 2018,These police officers wanted to help special needs students have fun at a Florida school prom -- so they attended a… https://t.co/fMUyujjnDE,0.8271,0.326,0.674,0.0
209,CNN,Mon May 07 07:30:27 +0000 2018,"""Cannabis has given me a reason to live."" Patients turn to pot over pills as they fight opioid addiction with medic… https://t.co/2JuuGad04y",-0.3818,0.0,0.885,0.115
210,CNN,Mon May 07 07:18:00 +0000 2018,"In a sleepy town in Tuscany, over 8,000 kilometers from Pyongyang, you can find one of the West's largest collectio… https://t.co/IeW2U7RvaF",0.0,0.0,1.0,0.0
211,CNN,Mon May 07 07:15:03 +0000 2018,Oprah has made a killing on Weight Watchers stock https://t.co/7Cbkps87Jd https://t.co/0j0Z1OaQAj,-0.6597,0.0,0.672,0.328
212,CNN,Mon May 07 07:11:06 +0000 2018,"Nestle and Starbucks are teaming up to create a ""global coffee alliance."" https://t.co/dywiiD8Rka",0.2732,0.16,0.84,0.0
213,CNN,Mon May 07 07:00:12 +0000 2018,A white Arkansas man is facing up to 20 years in prison after being found guilty in the beating of an African-Ameri… https://t.co/ZgyNxfXff9,-0.8442,0.0,0.676,0.324
214,CNN,Mon May 07 06:45:03 +0000 2018,The world's oldest spider has died a tragic death after she was violently attacked by a wasp https://t.co/ORZEEnhhdI,-0.9538,0.0,0.389,0.611
215,CNN,Mon May 07 06:30:05 +0000 2018,Oklahoma passed a bill that would let residents carry a gun without a permit. It's not the first state to do so.… https://t.co/AYce6EIo4q,-0.34,0.0,0.888,0.112
216,CNN,Mon May 07 06:29:04 +0000 2018,Apple's meteoric rise to the most valuable company in America can practically be traced back to one day:… https://t.co/T4zQCqGAX7,0.5256,0.159,0.841,0.0
217,CNN,Mon May 07 06:20:07 +0000 2018,Oil pops above $70 for first time since 2014 https://t.co/Iw0uSGhX5y https://t.co/3nno2TdV4Q,0.0,0.0,1.0,0.0
218,CNN,Mon May 07 06:15:03 +0000 2018,A Miami police officer has been relieved of duty after a video showed him kicking a suspect in the head… https://t.co/DqSz0mWoTI,0.1027,0.125,0.769,0.106
219,CNN,Mon May 07 06:10:48 +0000 2018,Apple's game-changing iMac turns 20 years old https://t.co/sh30PbM02Z https://t.co/8Lrgar4l9T,0.0,0.0,1.0,0.0
220,CNN,Mon May 07 09:00:11 +0000 2018,"Patriarchy is a social system that defines men as being inherently violent, dominant and controlling while rewardin… https://t.co/17TgddA0ge",-0.5994,0.0,0.804,0.196
221,CNN,Mon May 07 08:45:02 +0000 2018,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/tyFCIBybxr,0.0,0.0,1.0,0.0
222,CNN,Mon May 07 08:31:47 +0000 2018,"NFL running back Mike James is the first player in history to file a ""therapeutic use exemption"" for cannabis, seek… https://t.co/S2IsVqEafB",0.0,0.0,1.0,0.0
223,CNN,Mon May 07 08:15:03 +0000 2018,It was his birthday *and* his last day before retirement. And then he won $1.5 million. https://t.co/GeM6yyPETV https://t.co/uMw4nAm4qS,0.5719,0.179,0.821,0.0
224,CNN,Mon May 07 08:10:05 +0000 2018,The rates of infection of an ancient virus are exceeding 40% among adults in remote regions of central Australia --… https://t.co/cuRrjh1RJl,0.0,0.0,1.0,0.0
225,CNN,Mon May 07 08:00:10 +0000 2018,Former President Obama will deliver a high-profile address in July marking the 100th anniversary of Nelson Mandela'… https://t.co/vbFVNHXcgb,0.0,0.0,1.0,0.0
226,CNN,Mon May 07 07:47:56 +0000 2018,"RT @cnni: At least 45 people were killed when armed bandits attacked a remote village in northwest Nigeria, officials said. https://t.co/HA…",-0.8176,0.0,0.706,0.294
227,CNN,Mon May 07 07:45:03 +0000 2018,"When a WWII veteran couldn't walk to his wife's grave, two volunteers carried him there
https://t.co/N9jV1T7S2R https://t.co/4SGQ6s91xS",-0.3818,0.0,0.852,0.148
228,CNN,Mon May 07 07:31:39 +0000 2018,These police officers wanted to help special needs students have fun at a Florida school prom -- so they attended a… https://t.co/fMUyujjnDE,0.8271,0.326,0.674,0.0
229,CNN,Mon May 07 07:30:27 +0000 2018,"""Cannabis has given me a reason to live."" Patients turn to pot over pills as they fight opioid addiction with medic… https://t.co/2JuuGad04y",-0.3818,0.0,0.885,0.115
230,CNN,Mon May 07 07:18:00 +0000 2018,"In a sleepy town in Tuscany, over 8,000 kilometers from Pyongyang, you can find one of the West's largest collectio… https://t.co/IeW2U7RvaF",0.0,0.0,1.0,0.0
231,CNN,Mon May 07 07:15:03 +0000 2018,Oprah has made a killing on Weight Watchers stock https://t.co/7Cbkps87Jd https://t.co/0j0Z1OaQAj,-0.6597,0.0,0.672,0.328
232,CNN,Mon May 07 07:11:06 +0000 2018,"Nestle and Starbucks are teaming up to create a ""global coffee alliance."" https://t.co/dywiiD8Rka",0.2732,0.16,0.84,0.0
233,CNN,Mon May 07 07:00:12 +0000 2018,A white Arkansas man is facing up to 20 years in prison after being found guilty in the beating of an African-Ameri… https://t.co/ZgyNxfXff9,-0.8442,0.0,0.676,0.324
234,CNN,Mon May 07 06:45:03 +0000 2018,The world's oldest spider has died a tragic death after she was violently attacked by a wasp https://t.co/ORZEEnhhdI,-0.9538,0.0,0.389,0.611
235,CNN,Mon May 07 06:30:05 +0000 2018,Oklahoma passed a bill that would let residents carry a gun without a permit. It's not the first state to do so.… https://t.co/AYce6EIo4q,-0.34,0.0,0.888,0.112
236,CNN,Mon May 07 06:29:04 +0000 2018,Apple's meteoric rise to the most valuable company in America can practically be traced back to one day:… https://t.co/T4zQCqGAX7,0.5256,0.159,0.841,0.0
237,CNN,Mon May 07 06:20:07 +0000 2018,Oil pops above $70 for first time since 2014 https://t.co/Iw0uSGhX5y https://t.co/3nno2TdV4Q,0.0,0.0,1.0,0.0
238,CNN,Mon May 07 06:15:03 +0000 2018,A Miami police officer has been relieved of duty after a video showed him kicking a suspect in the head… https://t.co/DqSz0mWoTI,0.1027,0.125,0.769,0.106
239,CNN,Mon May 07 06:10:48 +0000 2018,Apple's game-changing iMac turns 20 years old https://t.co/sh30PbM02Z https://t.co/8Lrgar4l9T,0.0,0.0,1.0,0.0
240,CNN,Mon May 07 06:00:07 +0000 2018,"Hosts of a Detroit radio station say they'll no longer play Kanye West's songs, saying they've had enough https://t.co/MkUH6mqA0c",0.0516,0.117,0.777,0.107
241,CNN,Mon May 07 05:58:37 +0000 2018,"""What is going on in our heads where we let that happen. So I do wonder what are young girls dreaming about, if we'… https://t.co/gGVwsJXNb8",0.0,0.0,1.0,0.0
242,CNN,Mon May 07 05:45:07 +0000 2018,"Plastic straws, drink stirrers and cotton swabs could be banned in England under plans proposed by the UK governmen… https://t.co/uWyDhaQyf2",-0.4588,0.0,0.864,0.136
243,CNN,Mon May 07 05:30:10 +0000 2018,The $2 billion food startup you've never heard of https://t.co/rydSG9sEg7 https://t.co/KPVY2Au91H,0.0,0.0,1.0,0.0
244,CNN,Mon May 07 05:15:05 +0000 2018,Florida deputies' union targets Broward County sheriff with billboard https://t.co/NSorfHl9qc https://t.co/sQjo7qaUzn,0.0,0.0,1.0,0.0
245,CNN,Mon May 07 05:00:07 +0000 2018,"Twitter wants you to change your password. It's a good idea. Here's how to do it.
https://t.co/t2GxhIMIcF https://t.co/Zvsx6giBg7",0.4404,0.153,0.847,0.0
246,CNN,Mon May 07 04:45:03 +0000 2018,French museum discovers more than half of its paintings are fakes https://t.co/svw4vbNwFa https://t.co/WE7qQQV0DM,-0.4215,0.0,0.811,0.189
247,CNN,Mon May 07 04:30:11 +0000 2018,Oprah has made a killing on Weight Watchers stock https://t.co/n2Prw2Ju1H https://t.co/8KDR4W8pL2,-0.6597,0.0,0.672,0.328
248,CNN,Mon May 07 04:15:03 +0000 2018,Pollen is costing Japan nearly $2 billion a year https://t.co/Pv0YhUXTqc https://t.co/ogesDHRteE,0.0,0.0,1.0,0.0
249,CNN,Mon May 07 04:00:11 +0000 2018,"""There's no evidence whatsoever that the money's been massively poured back into the American worker"": Marco Rubio… https://t.co/Use50A1F7k",-0.296,0.0,0.885,0.115
250,CNN,Mon May 07 03:45:06 +0000 2018,"Gibson, the iconic American guitar manufacturer, has filed for bankruptcy https://t.co/z0sDAu4J9f https://t.co/Go4Dd9SeNt",0.0,0.0,1.0,0.0
251,CNN,Mon May 07 03:30:03 +0000 2018,"The Academy of Motion Pictures Arts and Sciences, the group behind the Academy Awards, has voted to expel actor Bil… https://t.co/qaPns3PQCE",0.0258,0.12,0.763,0.116
252,CNN,Mon May 07 03:15:05 +0000 2018,$3 gas is coming to a station near you https://t.co/ySTd0rhzdk https://t.co/DNNFFSt8El,0.0,0.0,1.0,0.0
253,CNN,Mon May 07 03:00:18 +0000 2018,All new cars and SUVs sold in the US must now have backup cameras https://t.co/E1JADRA1OF https://t.co/5neED0JsJX,0.0,0.0,1.0,0.0
254,CNN,Mon May 07 02:45:04 +0000 2018,"In a sign of the rapprochement, North and South Korean just got their time zones in sync https://t.co/7JaM6E6NnZ https://t.co/bFwBjDBdJZ",0.0,0.0,1.0,0.0
255,CNN,Mon May 07 02:30:23 +0000 2018,They’re Olympians and comics. Writers and politicians. Meet 25 influential Muslims who are changing America.… https://t.co/uqBLpiFaY9,0.4404,0.162,0.838,0.0
256,CNN,Mon May 07 02:15:04 +0000 2018,Warren Buffett's company has bought about 75 million shares of Apple stock https://t.co/8jG7YW3N3e,0.296,0.155,0.845,0.0
257,CNN,Mon May 07 02:00:15 +0000 2018,"While on patrol, border agents saw three people attempting to enter the Unites States illegally. The men dropped a… https://t.co/BH2efTsWNR",0.0,0.0,1.0,0.0
258,CNN,Mon May 07 01:45:06 +0000 2018,"The Academy of Motion Pictures Arts and Sciences, the group behind the Academy Awards, has voted to expel actor Bil… https://t.co/pkUfzFWMlN",0.0258,0.12,0.763,0.116
259,CNN,Mon May 07 01:30:05 +0000 2018,"The US can't keep up with demand for health aides, nurses and doctors https://t.co/V6JLiIXwmP https://t.co/vuNLSIr6OI",-0.128,0.0,0.903,0.097
260,CNN,Mon May 07 01:15:04 +0000 2018,A CNN investigation has found that child labor is still being used to mine cobalt at some operations in the Democra… https://t.co/r48pE35aQR,0.0,0.0,1.0,0.0
261,CNN,Mon May 07 01:00:12 +0000 2018,"How President Trump gets his daily dose of secrets, minus new Secretary of State Mike Pompeo https://t.co/bmsb5kWSfd https://t.co/1O8uHDUSw7",0.0,0.0,1.0,0.0
262,CNN,Mon May 07 00:45:09 +0000 2018,"Trump lawyer Rudy Giuliani says he's ""focused on the law more than the facts right now"" https://t.co/A7C74otiav https://t.co/JHnlQdT6Gn",0.3818,0.133,0.867,0.0
263,CNN,Mon May 07 00:30:02 +0000 2018,We asked how Trump's tax cuts were affecting @CNNMoney readers. Here's how hundreds of them responded:… https://t.co/jwOPWSZbJP,-0.296,0.0,0.879,0.121
264,CNN,Mon May 07 00:15:03 +0000 2018,"How former CBS News host Charlie Rose could make a comeback, according to one of his accusers… https://t.co/MQ9pS9fE7k",0.0,0.0,1.0,0.0
265,CNN,Mon May 07 00:00:10 +0000 2018,"President Trump — don't fall for North Korea's trap, writes Samantha Vinograd for @CNNOpinion… https://t.co/Yk2lXzclCm",-0.3182,0.0,0.85,0.15
266,CNN,Sun May 06 23:45:08 +0000 2018,Malaysia's Najib Razak is in a fight for his political life https://t.co/i6ThCZanZ2 https://t.co/9k82PO1qqW,-0.3818,0.0,0.809,0.191
267,CNN,Sun May 06 23:30:09 +0000 2018,War reporter talks about burying photojournalist friend https://t.co/rhOXixIqhU https://t.co/Gma6OoMTLU,-0.1779,0.227,0.496,0.277
268,CNN,Sun May 06 23:15:05 +0000 2018,"As the ground opened, a teary Hawaii resident bid his home a final farewell https://t.co/DJXn9pyoMD https://t.co/1Qhlfr189v",0.0,0.0,1.0,0.0
269,CNN,Sun May 06 23:00:09 +0000 2018,"If President Trump wants to end Stormy Daniels scandal, he should follow the adult film star's advice or tell the t… https://t.co/6AX4GlIZ3e",-0.4404,0.0,0.879,0.121
270,CNN,Sun May 06 22:45:08 +0000 2018,Iraqi air force targets ISIS in Syria https://t.co/tg2APM0oX0 https://t.co/pdKFKIW92H,0.0,0.0,1.0,0.0
271,CNN,Sun May 06 22:30:13 +0000 2018,Trump lawyer Rudy Giuliani said the President knew about a payoff to adult film actress Stormy Daniels and called J… https://t.co/Ocho9gMyvN,0.0,0.0,1.0,0.0
272,CNN,Sun May 06 22:15:05 +0000 2018,Russian opposition leader Alexei Navalny has been released from police custody a day after hundreds of people were… https://t.co/BsnHIjG54o,0.0,0.0,1.0,0.0
273,CNN,Sun May 06 22:00:04 +0000 2018,"Rudy Giuliani, one of President Trump's attorneys in the Russia probe, left open the possibility that Michael Cohen… https://t.co/K4IDa4HYVG",0.0,0.0,1.0,0.0
274,CNN,Sun May 06 21:45:05 +0000 2018,"Gina Haspel sought to withdraw nomination to be CIA director, The Washington Post reports https://t.co/WSuQRLnjfF https://t.co/1qdABUB8dw",0.0,0.0,1.0,0.0
275,CNN,Sun May 06 21:30:09 +0000 2018,A Clinton-era White House press secretary says Sarah Sanders should quit if President Trump lies again… https://t.co/XCNl5gVweS,-0.4215,0.0,0.843,0.157
276,CNN,Sun May 06 21:15:07 +0000 2018,"Photos of Prince Louis, Princess Charlotte shared by their mother https://t.co/E7Wu2mrXj5 https://t.co/ArydijI7hm",0.34,0.179,0.821,0.0
277,CNN,Sun May 06 21:00:04 +0000 2018,"Hawaii residents on Big Island under threat of lava, earthquakes and gas https://t.co/rEKjSXIj4D https://t.co/45p5jypDOQ",-0.5267,0.0,0.793,0.207
278,CNN,Sun May 06 20:45:07 +0000 2018,President Trump angers France and Britain with his NRA speech https://t.co/Vbrg6CkusM https://t.co/DEALwr1Kyl,-0.5106,0.0,0.769,0.231
279,CNN,Sun May 06 20:30:13 +0000 2018,"Elon Musk is ""super, super serious"" about starting a candy company https://t.co/dMwGEGq0Lh https://t.co/QFpvkrJUlm",0.5574,0.257,0.658,0.086
